"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Tax status","In stock?","Stock","Backorders allowed?","Sold individually?","Regular price","Sale price","Categories","Tags","Brands","Images","Parent","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
"","variation","65131684","Knit Long Skirt With Peplum Hem","1","","visible","","","taxable","1","6","","","344","","","","","","ABC-211171","Color","Black","","0","Size","36","","0"
"","variation","65131685","Knit Long Skirt With Peplum Hem","1","","visible","","","taxable","1","6","","","344","","","","","","ABC-211171","Color","Black","","0","Size","38","","0"
"","variation","65131686","Knit Long Skirt With Peplum Hem","1","","visible","","","taxable","1","2","","","344","","","","","","ABC-211171","Color","Black","","0","Size","40","","0"
"","variable","ABC-211167","Short Flared Rhinestone Cotton Skirt","1","0","visible","The main fabric of this garment is made from at least 50% organic cotton fibres.

Short flared cotton skirt
All-over rhinestones
Ruffles and elasticated waist
City energy meets a party vibe with this deep-hued skirt with sparkling rhinestones, designed to enhance your every move. The studio has drawn inspiration from city lights to put a new spin on women's wardrobe essentials.

This short cotton skirt features an airy, flared fit, embellished with rhinestones that catch the light. Ruffles, created by an elasticated band, add volume and movement to the silhouette.","The main fabric of this garment is made from at least 50% organic cotton fibres.

Short flared cotton skirt
All-over rhinestones
Ruffles and elasticated waist
City energy meets a party vibe with this deep-hued skirt with sparkling rhinestones, designed to enhance your every move. The studio has drawn inspiration from city lights to put a new spin on women's wardrobe essentials.

This short cotton skirt features an airy, flared fit, embellished with rhinestones that catch the light. Ruffles, created by an elasticated band, add volume and movement to the silhouette.","taxable","1","","0","0","","","Women > Clothing > Skirts & Shorts","maje, women-clothing-skirts-and-shorts","maje","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a7abaf1d41d9.opt.webp?id=2270570, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abb01efdc3.opt.webp?id=2270573, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abb040944b.opt.webp?id=2270574, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abafdb2e8d.opt.webp?id=2270571, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abaffa4b64.opt.webp?id=2270572","","Color","Burgundy","1","0","Size","34, 36, 38, 40","1","0"
"","variation","65131621","Short Flared Rhinestone Cotton Skirt","1","","visible","","","taxable","1","5","","","314","","","","","","ABC-211167","Color","Burgundy","","0","Size","34","","0"
"","variation","65131622","Short Flared Rhinestone Cotton Skirt","1","","visible","","","taxable","1","4","","","314","","","","","","ABC-211167","Color","Burgundy","","0","Size","36","","0"
"","variation","65131623","Short Flared Rhinestone Cotton Skirt","1","","visible","","","taxable","1","4","","","314","","","","","","ABC-211167","Color","Burgundy","","0","Size","38","","0"
"","variation","65131624","Short Flared Rhinestone Cotton Skirt","1","","visible","","","taxable","1","2","","","314","","","","","","ABC-211167","Color","Burgundy","","0","Size","40","","0"
"","variable","ABC-211163","Wide-Leg Rhinestone Jeans","1","0","visible","Wide-leg cotton denim jeans
All-over silver rhinestone studs
Front zip fastening
Leather jacron on the back
As life gets back on track, the Maje wardrobe takes on an increasingly Parisian feel, reflecting a radiant, urban femininity. These jeans light up your look with their beige denim scattered with silver rhinestones, adding a subtle touch of sparkle to your every move.

The long, wide-leg cut creates a modern look, while the meticulous finishes and leather jacron highlight the studio's signature attention to detail.","Wide-leg cotton denim jeans
All-over silver rhinestone studs
Front zip fastening
Leather jacron on the back
As life gets back on track, the Maje wardrobe takes on an increasingly Parisian feel, reflecting a radiant, urban femininity. These jeans light up your look with their beige denim scattered with silver rhinestones, adding a subtle touch of sparkle to your every move.

The long, wide-leg cut creates a modern look, while the meticulous finishes and leather jacron highlight the studio's signature attention to detail.","taxable","1","","0","0","","","Women > Clothing > Jeans","maje, women-clothing-jeans","maje","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a7abd8930ff3.opt.webp?id=2270619, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abd93347cb.opt.webp?id=2270620, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abd953f919.opt.webp?id=2270621, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abd972c733.opt.webp?id=2270622, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abd990b2ad.opt.webp?id=2270623","","Color","Beige","1","0","Size","34, 36, 38","1","0"
"","variation","65131629","Wide-Leg Rhinestone Jeans","1","","visible","","","taxable","1","5","","","359","","","","","","ABC-211163","Color","Beige","","0","Size","34","","0"
"","variation","65131630","Wide-Leg Rhinestone Jeans","1","","visible","","","taxable","1","8","","","359","","","","","","ABC-211163","Color","Beige","","0","Size","36","","0"
"","variation","65131631","Wide-Leg Rhinestone Jeans","1","","visible","","","taxable","1","3","","","359","","","","","","ABC-211163","Color","Beige","","0","Size","38","","0"
"","simple","65132135","Cropped Shirt with Chain-Trim Hem","1","0","visible","-","-","taxable","1","4","0","0","274","","Women > Clothing > Shirts & Blouses","maje, women-clothing-shirts-and-blouses","maje","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a95198b43a9e.opt.webp?id=2300898, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a95199424439.opt.webp?id=2300899, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a95199600263.opt.webp?id=2300900, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a9519979efc6.webp?id=2300901","","Color","Lt Blue","1","0","Size","1","1","0"
"","variable","ABC-211157","Long Sleeve Shirt With Removable Pussy Bow","1","0","visible","The main fabric of this garment is made from at least 50% organic cotton fibres.

Straight cotton shirt
Removable pussy-bow with ric-rac trim
Scalloped high neck
Scalloped buttoned cuffs
Front button fastening
Striking a balance between academic rigour and spontaneous femininity, this shirt creates a unique look to style as you please.

Crafted from 100% cotton, it features a straight cut structured by a high neck. Its removable pussy-bow with ric-rac trim adds a touch of volume, complemented by matching buttoned cuffs.","The main fabric of this garment is made from at least 50% organic cotton fibres.

Straight cotton shirt
Removable pussy-bow with ric-rac trim
Scalloped high neck
Scalloped buttoned cuffs
Front button fastening
Striking a balance between academic rigour and spontaneous femininity, this shirt creates a unique look to style as you please.

Crafted from 100% cotton, it features a straight cut structured by a high neck. Its removable pussy-bow with ric-rac trim adds a touch of volume, complemented by matching buttoned cuffs.","taxable","1","","0","0","","","Women > Clothing > Shirts & Blouses","maje, women-clothing-shirts-and-blouses","maje","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a7abe3c35203.opt.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abe4906e93.opt.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abe46e0ca4.opt.webp","","Color","White","1","0","Size","0, 1, 2","1","0"
"","variation","65131834","Long Sleeve Shirt With Removable Pussy Bow","1","","visible","","","taxable","1","3","","","274","","","","","","ABC-211157","Color","White","","0","Size","0","","0"
"","variation","65131835","Long Sleeve Shirt With Removable Pussy Bow","1","","visible","","","taxable","1","3","","","274","","","","","","ABC-211157","Color","White","","0","Size","1","","0"
"","variation","65131836","Long Sleeve Shirt With Removable Pussy Bow","1","","visible","","","taxable","1","3","","","274","","","","","","ABC-211157","Color","White","","0","Size","2","","0"
"","variable","ABC-211149","Cropped Cardigan With Contrast Band","1","0","visible","Cropped compact knit cardigan
Contrasting white band at the hem and cuffs
Fastens with five metallic gold buttons
Textured pointelle knit
In an elegant metropolitan setting, the Maje woman elevates her look with pieces that play on contrasts and meticulous attention to refined details.

This cropped black cardigan, in a structured compact knit, stands out with its tonal vertical pointelle stripes and a wide white band at the hem and cuffs. Embellished with bright gold buttons, its slim fit flatters the silhouette while making a modern, graphic statement.","Cropped compact knit cardigan
Contrasting white band at the hem and cuffs
Fastens with five metallic gold buttons
Textured pointelle knit
In an elegant metropolitan setting, the Maje woman elevates her look with pieces that play on contrasts and meticulous attention to refined details.

This cropped black cardigan, in a structured compact knit, stands out with its tonal vertical pointelle stripes and a wide white band at the hem and cuffs. Embellished with bright gold buttons, its slim fit flatters the silhouette while making a modern, graphic statement.","taxable","1","","0","0","","","Women > Clothing > Tops & T-Shirts","maje, women-clothing-tops-and-t-shirts","maje","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a7abd18a34de.opt.webp?id=2270615, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abd202f0e1.opt.webp?id=2270616, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abd2256a29.opt.webp?id=2270617, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abd2451dad.opt.webp?id=2270618","","Color","Black","1","0","Size","0, 1, 2, 3","1","0"
"","variation","65131355","Cropped Cardigan With Contrast Band","1","","visible","","","taxable","1","8","","","274","","","","","","ABC-211149","Color","Black","","0","Size","0","","0"
"","variation","65131356","Cropped Cardigan With Contrast Band","1","","visible","","","taxable","1","6","","","274","","","","","","ABC-211149","Color","Black","","0","Size","1","","0"
"","variation","65131357","Cropped Cardigan With Contrast Band","1","","visible","","","taxable","1","6","","","274","","","","","","ABC-211149","Color","Black","","0","Size","2","","0"
"","variation","65131358","Cropped Cardigan With Contrast Band","1","","visible","","","taxable","1","6","","","274","","","","","","ABC-211149","Color","Black","","0","Size","3","","0"
"","variable","ABC-211145","2-In-1 Effect Short Sleeve Knitted Cardigan","1","0","visible","2-in-1 effect cardigan
T-shirt effect short sleeves
Textured knit
Five round gold button fastening
Two patch pockets with ribbed trim
Wool and cashmere blend
Paris stands out as a scene of subtle contrasts and creative freedom, where the Maje woman reveals all her facets through unique, sophisticated pieces.

This cardigan plays on contrasts and textures with a textured knit creating a graphic motif and T-shirt style sleeves. The wool and cashmere add warmth and softness, while the gold buttons brighten up the silhouette and the patch pockets give the whole look a modern structure.","2-in-1 effect cardigan
T-shirt effect short sleeves
Textured knit
Five round gold button fastening
Two patch pockets with ribbed trim
Wool and cashmere blend
Paris stands out as a scene of subtle contrasts and creative freedom, where the Maje woman reveals all her facets through unique, sophisticated pieces.

This cardigan plays on contrasts and textures with a textured knit creating a graphic motif and T-shirt style sleeves. The wool and cashmere add warmth and softness, while the gold buttons brighten up the silhouette and the patch pockets give the whole look a modern structure.","taxable","1","","0","0","","","Women > Clothing > Tops & T-Shirts","maje, women-clothing-tops-and-t-shirts","maje","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a7abcaa3a15a.opt.webp?id=2270606, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abcb6a80fe.opt.webp?id=2270608, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abcb3dea20.opt.webp?id=2270607, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abcb8efe2e.opt.webp?id=2270609, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a7abcbaeb10d.opt.webp?id=2270610","","Color","Camel","1","0","Size","0, 1, 2, 3","1","0"
"","variation","65131351","2-In-1 Effect Short Sleeve Knitted Cardigan","1","","visible","","","taxable","1","4","","","274","","","","","","ABC-211145","Color","Camel","","0","Size","0","","0"
